energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,uri,genre
0.596,0.11,123.969,0.0354,0.166,0.0,4,0.6729999999999999,10,208567,-7.891,0.19,1,spotify:track:3Kuu5vASpXK8oRsxOvau6P,edm pop tropical house
0.467,0.0853,132.85399999999998,0.0302,0.662,0.0,4,0.518,0,173307,-6.184,0.386,1,spotify:track:5WtfUKzXircvW8l5aaVZWT,dance pop electropop pop post-teen pop
0.823,0.0387,155.97,0.0486,0.135,0.0,4,0.6609999999999999,11,198293,-4.95,0.768,1,spotify:track:4LtufGlc9o8QtbFTp4Q37m,indiecoustica neo mellow pop pop rock
0.885,0.3339999999999999,90.989,0.0815,0.0959,9.83e-05,4,0.5660000000000001,8,232893,-4.527,0.307,1,spotify:track:62ke5zFUJN6RvtXZgVH0F8,british soul dance pop europop pop
0.652,0.0713,111.642,0.0314,0.113,1.21e-06,4,0.75,8,238200,-4.973,0.452,1,spotify:track:2oVGPRGihMZRFWnpMBh8PY,folk-pop
0.968,0.183,101.993,0.0503,0.0604,0.0010199999999999,4,0.573,4,188759,-3.717,0.165,0,spotify:track:3hMVNsHKnApzCa6Lw6vlVj,electropop gauze pop indie pop indie poptimism indietronica pop
0.489,0.1169999999999999,78.145,0.0343,0.4,0.0,4,0.611,0,232200,-6.771,0.267,1,spotify:track:4uzUuDjoufcBXYZ27CsLIF,canadian pop dance pop pop post-teen pop viral pop
0.275,0.212,100.024,0.0285,0.445,0.000634,4,0.518,9,270587,-11.614,0.107,0,spotify:track:4MKO1xltVSQlMMZUfOMEA1,metropopolis nottingham indie
0.5710000000000001,0.105,119.967,0.0278,0.275,0.000857,4,0.706,11,245000,-7.947999999999999,0.266,0,spotify:track:6iJ7CVKrWkHeK1tDAopAPK,
0.588,0.1889999999999999,114.144,0.0312,0.507,0.152,4,0.422,0,173136,-7.553,0.2189999999999999,1,spotify:track:32Mnp4ECskuYcLMWoZedFZ,neo-singer-songwriter
0.873,0.354,148.075,0.128,0.0244,0.0,4,0.746,7,222093,-3.803,0.8170000000000001,1,spotify:track:5iNRPN7oYQvdB9AmeSW6d3,new jersey rap pop rap rap southern hip hop trap
0.716,0.1119999999999999,184.131,0.1669999999999999,0.3,0.00214,4,0.484,5,230027,-7.193,0.365,0,spotify:track:13wNEvWmBsWaWVtiLPRIW5,canadian contemporary r&b canadian pop pop
0.735,0.1689999999999999,113.923,0.0337,0.135,4.84e-05,4,0.324,10,241067,-4.053999999999999,0.1689999999999999,1,spotify:track:5rgnyXr2PXFWsAnPFew077,canadian contemporary r&b canadian pop pop
0.583,0.183,148.785,0.263,0.144,9.73e-05,4,0.601,8,208760,-5.725,0.32,0,spotify:track:0DJBgBiYeSn6n1AXAkFVE8,conscious hip hop hip hop rap west coast rap
0.652,0.193,97.017,0.143,0.177,0.0,4,0.856,1,219307,-5.324,0.471,1,spotify:track:2tPcTFiQF9MbVUyjZ3zDhA,conscious hip hop hip hop rap west coast rap
0.5539999999999999,0.158,126.694,0.326,0.28,0.0,4,0.629,1,242293,-6.759,0.308,1,spotify:track:35cOyocq8Gb6UcT0NWeTwn,conscious hip hop hip hop rap west coast rap
0.376,0.108,123.954,0.0386,0.555,0.0079099999999999,4,0.767,0,139604,-10.485,0.615,1,spotify:track:4DPcp6xS12dhajIzkWiea6,electropop indie pop modern rock pop
0.6559999999999999,0.213,100.049,0.0433,0.0211,1.3699999999999998e-05,4,0.568,8,198160,-5.412999999999999,0.364,1,spotify:track:4OafepJy2teCjYJbvFE60J,dance pop pop post-teen pop
0.273,0.287,122.88,0.0365,0.888,0.00224,4,0.569,11,223221,-9.593,0.312,0,spotify:track:1CVCYhHghSd9ZlBPimwGb9,
0.856,0.276,153.066,0.0997,0.11,0.0,4,0.541,0,274600,-3.966,0.258,0,spotify:track:3SxiAdI8dP9AaaEz1Z24mn,pop
0.82,0.7040000000000001,129.969,0.0475,0.179,0.0,4,0.768,7,213293,-4.63,0.625,0,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,dance pop pop pop rap
0.355,0.11,98.232,0.0407,0.597,0.0,4,0.376,4,236413,-7.772,0.37,1,spotify:track:4BokCZjL92n7h7Q1OaTGPf,indie cafe pop indie pop indie poptimism indietronica metropopolis neo mellow pop
0.7240000000000001,0.05,110.025,0.0281,0.0401,0.0,4,0.7090000000000001,11,215960,-4.986000000000001,0.615,0,spotify:track:66eQL4ghCuYWdcqz50BPXF,indie cafe pop indie pop indie poptimism indietronica metropopolis neo mellow pop
0.8859999999999999,0.0939,119.975,0.0377,0.065,0.0,4,0.759,11,186734,-4.008,0.7859999999999999,1,spotify:track:4DMdxBDv1hFxI3YQscbdQq,indie cafe pop indie pop indie poptimism indietronica metropopolis neo mellow pop
0.519,0.183,92.99,0.0362,0.1159999999999999,0.0,4,0.758,0,176827,-5.832000000000001,0.417,0,spotify:track:0BWx2N8CosqHVKkofenY3R,pop edm
0.695,0.076,115.969,0.0384,0.0179,0.0,4,0.7090000000000001,11,216080,-6.87,0.6759999999999999,1,spotify:track:3Ld2YbZ2zFKZ0SqBPjZNC4,indie cafe pop indie pop indie poptimism indietronica metropopolis neo mellow pop
0.423,0.1119999999999999,137.04399999999998,0.044,0.799,0.0,4,0.555,0,202147,-6.232,0.257,1,spotify:track:59JtQ8mThUAnRGValaExhc,indie cafe pop indie pop indie poptimism indietronica metropopolis neo mellow pop
0.521,0.12,147.84799999999998,0.0354,0.263,0.0,4,0.497,7,195800,-6.945,0.18,0,spotify:track:3GKKCjidbffsVOECWr4eHV,indie cafe pop indie pop indie poptimism indietronica metropopolis neo mellow pop
0.685,0.106,102.014,0.0457,0.00473,8.76e-06,4,0.7340000000000001,4,234356,-3.71,0.885,0,spotify:track:4pVA0zv2M4lSN7w2hGq5wR,indie poptimism indietronica la pop
0.569,0.099,121.936,0.0584,0.0582,0.0,4,0.653,9,239520,-7.917000000000001,0.491,0,spotify:track:1xV0oR5W2B7ra97ehvTeGs,belgian pop
0.435,0.161,127.11,0.291,0.104,0.0,4,0.493,6,188427,-10.158,0.418,0,spotify:track:7n60awSOWpgzoojBnW4C2o,belgian pop
0.6970000000000001,0.0803,123.136,0.225,0.0968,0.0,4,0.723,0,204000,-8.687999999999999,0.792,0,spotify:track:6br0wmEiw4isdD3GhQ57vx,belgian pop
0.759,0.255,86.037,0.124,0.0756,0.0,4,0.6940000000000001,2,175347,-5.231,0.777,0,spotify:track:4cYFep5SECqb4EsSkF82e0,francoton french hip hop rap conscient
0.4579999999999999,0.856,110.004,0.0561,0.257,0.000638,4,0.74,3,530843,-10.455,0.2739999999999999,0,spotify:track:5WoM2i48QDkHOLfKqrbeZL,belgian pop
0.7170000000000001,0.183,101.968,0.0378,0.0884,0.0,4,0.629,7,242693,-6.714,0.315,0,spotify:track:27qvbQ10N5uoqXvYT9MqZt,
0.851,0.308,127.954,0.12,0.00114,0.00193,4,0.68,11,175427,-7.665,0.593,0,spotify:track:7fWWbkok99Tvh8aly2Buox,belgian pop
0.77,0.145,104.012,0.0311,0.0998,0.000177,4,0.67,1,219587,-6.869,0.547,1,spotify:track:5wSQ9gboq58WPdZwOuf953,chanson french jazz nouvelle chanson francaise
0.6970000000000001,0.126,130.014,0.0539,0.138,0.000717,4,0.7240000000000001,11,194493,-6.593999999999999,0.961,0,spotify:track:7ixCRBD0FZMRBeOBhTu2KD,french indie pop french indietronica nouvelle chanson francaise
0.639,0.0538,88.631,0.063,0.0706,0.0,4,0.595,7,174947,-7.433,0.488,0,spotify:track:7fCYB4aKLTc8Yrrg491Ji6,variete francaise
0.738,0.218,86.86200000000001,0.105,0.0192,0.0,5,0.475,5,226880,-7.597,0.43,1,spotify:track:5O5hJv98ck57p4zLAdphXA,deep tropical house french indie pop new french touch tropical house
0.784,0.152,147.91,0.0432,0.0122,0.0,4,0.525,7,183272,-4.147,0.557,0,spotify:track:0xBIkG5w87D9BqtqnhoyHj,dance pop pop post-teen pop tropical house uk pop
0.59,0.113,133.934,0.0315,0.00223,1.07e-06,4,0.5670000000000001,9,243851,-5.314,0.405,0,spotify:track:276CXzMvxmOi4fN4iBp74T,indie electropop indie poptimism vapor pop vapor soul
0.682,0.0872,112.05,0.191,0.207,0.0,4,0.8220000000000001,5,215520,-7.129,0.659,1,spotify:track:4Ta17fnqdJ3oDSv6QuAaCr,dance pop electropop norwegian pop pop post-teen pop swedish pop tropical house
0.472,0.139,127.48,0.059,0.3939999999999999,0.0,5,0.531,0,183041,-7.347,0.445,0,spotify:track:0beQOSJ5aUkQky6XYlC8m6,dance pop electropop norwegian pop pop post-teen pop swedish pop tropical house
0.75,0.396,146.22299999999998,0.0567,0.0125,0.0019199999999999,4,0.402,0,190330,-6.607,0.502,1,spotify:track:09rj7jigutgAkveJGpSDBT,dance pop electropop norwegian pop pop post-teen pop swedish pop tropical house
0.597,0.155,87.749,0.0309,0.285,0.0,4,0.758,0,181982,-5.564,0.679,1,spotify:track:3eYWytXuX5jFZpbLVnE4es,
0.426,0.0857,111.158,0.0303,0.256,0.00218,4,0.3429999999999999,3,213350,-7.112,0.135,0,spotify:track:4oxBuMPLQxQYVPYOdCOG77,irish indie
0.243,0.147,126.063,0.0316,0.8220000000000001,0.00225,4,0.494,5,268854,-9.083,0.0722,0,spotify:track:4gVZhkcsZcwQ4mU1gEeXEO,australian alternative pop
0.6579999999999999,0.109,144.933,0.0457,0.449,0.368,4,0.586,10,217120,-9.71,0.276,0,spotify:track:1rwvcsAKtqUK4aNffC0nvU,art pop indie r&b indie soul uk alternative pop
0.321,0.0884,70.142,0.3229999999999999,0.578,0.0,4,0.725,1,178640,-10.744000000000002,0.319,0,spotify:track:14msK75pk3pA33pzPVNtBF,dance pop pop post-teen pop
0.545,0.583,115.025,0.0333,0.228,0.136,4,0.66,6,217043,-7.246,0.0985,1,spotify:track:38EBXfkOKldgnRHzLxEljm,electropop indie poptimism indietronica tropical house vapor soul
0.889,0.733,134.88,0.0546,0.0947,1.62e-06,4,0.498,0,283360,-5.412999999999999,0.696,1,spotify:track:15BQ7vEDv2LJuh8TxWIhtd,alternative rock classic rock dance rock glam rock new wave permanent wave post-punk protopunk psychedelic rock punk rock
0.29,0.105,135.114,0.0298,0.901,0.0,4,0.508,10,236525,-7.846,0.287,1,spotify:track:1LxlsAn1gECKoqLtOslshm,neo mellow pop viral pop
0.33,0.138,109.859,0.0373,0.831,2.62e-06,4,0.509,3,277483,-9.107,0.128,1,spotify:track:6P96iNvvhscQktBDFiF9a9,pop swedish pop
0.303,0.109,72.025,0.0659,0.217,0.000217,4,0.6709999999999999,1,235293,-10.873,0.306,0,spotify:track:1F2VIrr9oh7MwkI3NyLtHJ,australian alternative pop australian r&b
0.904,0.264,138.091,0.0507,0.331,0.0,4,0.598,4,198075,-2.293,0.503,1,spotify:track:3gicyfiEVMGONgzygpWjNT,dance pop edm electro house norwegian pop pop pop edm swedish pop tropical house
0.8240000000000001,0.318,113.014,0.0836,0.0909,0.0411,4,0.713,0,250548,-5.585,0.3979999999999999,1,spotify:track:4Sd8YEW2FbCXvqTW3NV7N0,electropop uk alternative pop vapor soul
0.506,0.109,116.007,0.0317,0.0169,0.501,4,0.6509999999999999,8,250507,-9.658,0.272,0,spotify:track:3BegwwMQBKnGnKZebkHGHj,electropop uk alternative pop vapor soul
0.47,0.0931,76.406,0.128,0.268,0.0109,3,0.47,2,210293,-10.682,0.0715,0,spotify:track:5nqJAP3hKBH0nM33RLujvK,electropop uk alternative pop vapor soul
0.684,0.157,125.06,0.0512,0.121,0.00503,4,0.6609999999999999,6,199635,-6.611000000000001,0.371,1,spotify:track:5boqkVlc0CWhfTjksnpc1X,edm electropop indie poptimism indietronica pop tropical house
0.7440000000000001,0.106,101.991,0.0458,0.2789999999999999,4.87e-06,4,0.603,0,209660,-5.724,0.605,1,spotify:track:3AzvNvE3xpgelqmE5MRnbI,big room deep big room edm electro house future house house pop pop edm progressive electro house progressive house tropical house
0.642,0.0929,105.885,0.0334,0.13,0.157,4,0.617,8,194013,-8.624,0.221,1,spotify:track:6A8dnC0xkiuWN4BshmTB2I,edm electropop indie poptimism indietronica pop tropical house
0.6,0.141,100.051,0.0288,0.211,0.0,4,0.636,6,214827,-6.964,0.476,1,spotify:track:4ODnJrz0C3AJ4DFv8YQhJ8,edm pop tropical house
0.8140000000000001,0.285,117.182,0.0438,0.0361,0.0,4,0.635,0,137052,-5.138,0.288,1,spotify:track:6OMkimjoNIgu1vLiXJgbOA,pop edm
0.575,0.252,117.999,0.0801,0.374,0.0,4,0.693,9,211362,-6.997999999999999,0.492,1,spotify:track:14sOS5L36385FJ3OL8hew4,edm pop tropical house
0.264,0.11,150.1,0.0372,0.265,0.000289,4,0.5920000000000001,4,245667,-13.283,0.161,0,spotify:track:6U0h8IG0EBpU2SiirhLV3m,
0.632,0.131,127.754,0.0632,0.0585,2.73e-06,4,0.662,3,210427,-5.4270000000000005,0.402,0,spotify:track:45CPhDilfgK14IE7LbNvPh,dance pop pop
0.857,0.358,124.987,0.0366,0.0012,0.0,4,0.613,1,182000,-5.492000000000001,0.664,0,spotify:track:56ZrTFkANjeAMiS14njg4E,dance pop pop
0.423,0.106,129.89,0.043,0.494,0.0,4,0.6659999999999999,0,205280,-8.012,0.154,1,spotify:track:7dZ1Odmx9jWIweQSatnRqo,dance pop pop
0.7120000000000001,0.172,92.186,0.0458,0.239,0.000302,4,0.599,7,223387,-7.316,0.721,1,spotify:track:6oT5s4bAHOMM5cvt1v9Kzv,dance pop pop
0.867,0.141,179.91099999999997,0.105,0.0161,0.0,3,0.395,0,254773,-5.805,0.557,1,spotify:track:5YWHg9507fUXvtdSW3x6cF,dance pop pop
0.451,0.0688,138.024,0.038,0.0562,6.5e-06,4,0.754,10,255413,-7.882000000000001,0.622,1,spotify:track:554PnB96IltLzVlbinBstw,dance pop pop
0.321,0.109,107.472,0.0317,0.8,0.0,1,0.294,9,229147,-11.251,0.0669,1,spotify:track:5O31BTWa4XNFtE3zVgeCoh,dance pop pop
0.506,0.691,127.849,0.0588,0.355,0.0,4,0.738,1,180467,-9.311,0.54,1,spotify:track:6Xxvdy1m9TX9HTxOzQcfuV,dance pop pop
0.437,0.105,166.882,0.0319,0.125,0.0,4,0.624,9,178000,-8.91,0.693,1,spotify:track:52vpwwKa8qFP1WDIsky1xT,dance pop pop
0.237,0.114,111.817,0.0322,0.569,0.0,4,0.636,0,139827,-8.232999999999999,0.213,1,spotify:track:6vIi1fDLoB0cXdUqcZ6QRi,dance pop pop
0.287,0.278,125.666,0.031,0.939,8.97e-06,4,0.44,11,220347,-9.141,0.162,1,spotify:track:66NNT1W5yyArVLuxOnc5Zi,
0.628,0.0617,97.012,0.0473,0.0212,0.0,4,0.716,5,195261,-6.231,0.688,0,spotify:track:2xw9PXlt8IaCWZjfpJ2HPL,dance pop deep euro house deep house edm german dance pop tropical house
0.218,0.086,119.673,0.0349,0.894,0.0,4,0.5670000000000001,6,269627,-7.127000000000001,0.162,1,spotify:track:536LtAJlONCorMQe539cKy,
0.662,0.111,90.01100000000001,0.0325,0.000479,0.0014199999999999,4,0.634,6,210933,-7.542999999999999,0.244,1,spotify:track:2bzitsPcImYC6DZWvvLCQi,modern rock rock
0.858,0.0578,99.928,0.0547,0.0035,0.0023899999999999,4,0.47,8,154173,-5.686,0.397,1,spotify:track:4BNBfgSjKSVTagFBvtst7s,folk-pop indie folk indie pop neo mellow new americana seattle indie stomp and holler
0.693,0.11,89.76899999999999,0.0396,0.0134,0.336,4,0.4379999999999999,9,248547,-7.678,0.184,0,spotify:track:3SvIbcr7uvjRp5PuPN47eo,modern folk rock modern rock stomp and holler uk americana
0.843,0.106,173.827,0.121,0.0519,0.0,3,0.42,9,206960,-4.231,0.491,0,spotify:track:7iM7Zkf3uFQWE4IbjwYoN0,folk-pop irish pop pop
0.481,0.102,79.086,0.0289,0.142,1.15e-06,3,0.509,0,305093,-6.778,0.295,1,spotify:track:6r64PMqq9VxnT0Xr3439uH,modern alternative rock modern rock pop pop rock rock stomp pop
0.604,0.0836,76.514,0.0434,0.0327,0.0,4,0.551,2,222173,-7.447999999999999,0.18,1,spotify:track:5rMea4Gu5db0qb1c6TfGIh,folk-pop irish pop pop
0.593,0.111,76.018,0.0252,0.055,0.0401,4,0.516,0,254840,-5.09,0.53,1,spotify:track:3guDGLhRp45ZzWDP6nGKDL,irish singer-songwriter pop
0.429,0.138,158.931,0.0832,0.262,0.0008269999999999,3,0.346,8,260867,-12.187,0.0885,1,spotify:track:6YaC65M3ujeROidG3b09J0,indie r&b
0.66,0.0943,143.554,0.0308,0.312,0.000307,4,0.3879999999999999,11,230507,-7.372000000000001,0.401,1,spotify:track:429EttO8gs0bDo2SQfUNSm,folk-pop modern rock neo mellow pop pop rock
0.664,0.0901,155.125,0.121,0.0836,0.0,4,0.428,1,190400,-6.769,0.345,1,spotify:track:15lxyyfUIcs7Ztuilbl01M,indie pop modern rock rock
0.2739999999999999,0.0658,84.54899999999999,0.0413,0.956,0.0112,4,0.368,1,270000,-14.878,0.0459,1,spotify:track:3ORwo6sqsEbUoP3RN79nhe,folk-pop irish pop pop
0.412,0.0939,137.916,0.0453,0.258,0.0,4,0.419,7,244054,-10.384,0.094,1,spotify:track:3kWYYmYKM35SiZjlDLvkbC,pop uk pop
0.3379999999999999,0.124,120.436,0.035,0.515,9.26e-06,4,0.529,8,273880,-8.607999999999999,0.111,1,spotify:track:2AwPXDmMeUJGt2Ro5Ea10G,icelandic indie icelandic rock modern alternative rock modern rock
0.6759999999999999,0.1169999999999999,142.929,0.0498,0.608,4.86e-05,5,0.395,0,283467,-5.46,0.315,1,spotify:track:0bkW98npv8EsWQ2fXFzK56,irish singer-songwriter pop
0.846,0.306,150.629,0.14,0.0193,5.55e-06,4,0.598,9,164417,-6.19,0.815,1,spotify:track:3EMUi8cKpbGYB7SjOCXiHS,deep new americana indie folk indie pop indie rock modern folk rock modern rock new americana rock stomp and holler
0.787,0.13,111.091,0.0351,0.465,0.759,4,0.478,4,241706,-8.004,0.416,1,spotify:track:1rP0i0H2YuOFBpQ9WUZY4U,folk-pop indie folk indie pop neo mellow new americana seattle indie stomp and holler
0.418,0.11,132.404,0.0312,0.505,0.00416,4,0.48,11,294000,-9.622,0.319,0,spotify:track:5fQa04cwDF11Giq5N2tGdU,folk-pop irish pop pop
0.633,0.201,156.002,0.0509,0.245,0.0,4,0.485,1,222907,-6.59,0.291,0,spotify:track:7siD4wJRiNcC4680aiqOZg,indie pop modern rock rock
0.684,0.102,116.048,0.246,0.0885,0.000824,4,0.939,7,165390,-9.311,0.557,1,spotify:track:2noogK5BqMh9oEOpNQlkLC,variete francaise
0.62,0.179,129.934,0.0929,0.0829,0.0,4,0.741,8,216347,-7.117999999999999,0.5710000000000001,1,spotify:track:1uFrN9rPz3BuOZ9OSIYHno,variete francaise
0.691,0.1639999999999999,125.204,0.0428,0.0135,5.75e-05,4,0.3329999999999999,6,165000,-5.224,0.341,0,spotify:track:09QyGlxA0Ja6D1dGIjl55c,english indie rock modern alternative rock modern rock north east england indie rock
0.6859999999999999,0.14,94.806,0.1159999999999999,0.0404,0.0,4,0.5329999999999999,7,228333,-7.146,0.659,0,spotify:track:3bq7OUp0fpAn6v4mr9LwjB,french indie pop french indietronica new french touch
0.878,0.08,109.984,0.0911,0.209,0.0581,4,0.7,0,242640,-7.556,0.858,1,spotify:track:0r6QlADgLB3GWvr7joQcEU,french indie pop french indietronica new french touch
0.642,0.1889999999999999,135.048,0.0908,0.0862,0.0,4,0.588,1,191813,-7.669,0.564,0,spotify:track:23nC4IKZ6dIy1woGy6kJNM,french indie pop french indietronica new french touch
0.787,0.0746,111.979,0.0827,0.0135,0.00103,4,0.6659999999999999,7,263480,-6.528,0.447,1,spotify:track:5G7bIWVGc37gKwqr7UyAPt,french indie pop french indietronica new french touch
0.95,0.498,107.978,0.241,0.0211,4.18e-05,4,0.336,0,232480,-7.263999999999999,0.296,1,spotify:track:5m5zBYqBL1Xc2CvSG5VKIv,french indie pop french indietronica new french touch
0.6609999999999999,0.08,150.043,0.0573,0.405,0.0,4,0.575,4,241520,-8.701,0.146,1,spotify:track:1gDuC6uyAI8pw9pnEm97qk,french indie pop french indietronica new french touch
0.263,0.115,105.96,0.039,0.8370000000000001,0.0,4,0.597,2,200347,-10.550999999999998,0.264,0,spotify:track:03xXHimO2olnu8ni3PaRn5,french indie pop french indietronica new french touch
0.6679999999999999,0.1159999999999999,80.033,0.0302,0.255,0.0,4,0.5660000000000001,8,242453,-4.801,0.517,1,spotify:track:2O8G0PptQBZxHINoOdo3vH,french indie pop french indietronica new french touch
0.755,0.0951,145.003,0.0343,0.397,2.28e-05,4,0.693,8,200787,-8.907,0.426,1,spotify:track:05ugnLK2aV5n9NGLKyVvsV,french indie pop french indietronica new french touch
0.721,0.0753,88.00299999999999,0.0526,0.102,1.55e-06,4,0.6940000000000001,9,204373,-7.706,0.231,0,spotify:track:5LJDcKxftBY9Jk40OquqWe,french indie pop french indietronica new french touch
0.369,0.415,129.69799999999998,0.0296,0.319,0.0,4,0.46,8,150720,-8.786,0.396,1,spotify:track:1MVFS9d5Wt48uIyZ6sz3hT,french indie pop french indietronica new french touch
0.78,0.2739999999999999,93.042,0.0512,0.0687,0.0,4,0.659,0,236640,-6.027,0.6829999999999999,0,spotify:track:3frcIa1uil23bY0gYrsItT,french indie pop french indietronica new french touch
0.6779999999999999,0.153,126.057,0.0741,0.0418,0.0,4,0.685,11,158000,-7.812,0.713,1,spotify:track:3C2YL52GQxDy3qPjnPFeQj,french indie pop french indietronica new french touch
0.726,0.113,100.0,0.033,0.00133,0.0104,4,0.602,0,221400,-7.579,0.439,1,spotify:track:2OJxGiEo7sSu18jxumanFD,french indie pop french indietronica new french touch
0.627,0.122,134.977,0.0398,0.0853,0.0,4,0.451,0,225280,-8.282,0.375,0,spotify:track:1KGjqi6CAGWGwnhuxMBivb,french indie pop french indietronica new french touch
0.868,0.118,87.971,0.0883,0.0502,7.22e-06,4,0.604,0,208613,-6.157,0.181,1,spotify:track:0wIhfomqeEm2Uq3EBNMuWa,french indie pop french indietronica new french touch
0.785,0.1639999999999999,160.033,0.271,0.0131,0.0,4,0.706,2,264853,-6.475,0.377,1,spotify:track:62GXGpd73vslqIBHq8XqOx,pop pop rap r&b rap urban contemporary
0.51,0.0681,105.025,0.0281,0.364,0.0002,3,0.581,11,257593,-10.213,0.412,1,spotify:track:0juh47aT0MNxGRsxuIogn9,austin americana austindie deep new americana indie folk new americana stomp and holler
0.7909999999999999,0.405,95.006,0.0723,0.321,2.51e-06,4,0.6829999999999999,5,224907,-7.69,0.4529999999999999,1,spotify:track:3ZqIhBa1ArLhkDrMOQfUNa,deep tropical house french indie pop new french touch tropical house
0.445,0.111,88.866,0.0292,0.163,0.000475,4,0.503,8,225227,-7.624,0.382,1,spotify:track:3kR1DF3AAFCzOtzMIErJ4H,irish singer-songwriter pop
0.904,0.064,82.014,0.0618,0.193,0.0,4,0.579,5,190947,-2.729,0.6809999999999999,1,spotify:track:1rqqCSm0Qe4I9rUvWncaom,baroque pop emo modern rock pop punk
0.046,0.0861,95.905,0.0383,0.8109999999999999,0.935,3,0.124,9,246138,-23.476,0.0385,0,spotify:track:4Fx2a44W3JYyhS1x2UVmVE,
0.755,0.155,128.03799999999998,0.0478,0.0645,0.0,4,0.608,0,180820,-4.197,0.6629999999999999,1,spotify:track:1uGHaW5WOyQUSR1oNKAydC,dance pop edm electronic trap pop rap tropical house
0.835,0.397,115.03,0.0407,0.00104,0.0,4,0.652,2,196638,-5.257999999999999,0.3429999999999999,0,spotify:track:5BME6rXk3N5uE1a1vxfW2z,neo mellow pop viral pop
0.643,0.104,107.005,0.0321,0.0325,0.000823,4,0.695,5,200760,-5.081,0.376,0,spotify:track:6p2l8mki7sBTvF89R3tcBj,electropop indie cafe pop indie pop indie poptimism indiecoustica indietronica neo mellow pop pop rock
0.7490000000000001,0.0813,130.093,0.0579999999999999,0.0037,0.0,4,0.588,11,174600,-4.323,0.397,0,spotify:track:74vs7PD7iG2GnWUGnb8Yuq,boy band dance pop pop post-teen pop viral pop
0.645,0.485,143.78,0.114,0.185,0.0,4,0.54,7,214750,-7.487,0.5479999999999999,1,spotify:track:6B6ZmZ5VMRCxIiDPO7ar77,indie rock modern rock
0.848,0.256,108.038,0.0333,0.0092,4.85e-06,4,0.58,11,181536,-3.745,0.57,1,spotify:track:5m9dJd4XbctBuEcdhh87Ru,hopebeat indie pop indie poptimism indietronica modern rock
0.828,0.104,89.992,0.0336,0.0175,9.5e-06,4,0.483,1,204627,-5.292999999999999,0.426,1,spotify:track:5gAC4dyUhRY9ibLg7ePZ39,charlotte nc indie indie pop indie poptimism indie rock indietronica modern alternative rock modern rock vapor soul
0.5870000000000001,0.158,156.006,0.0348,0.654,8.83e-05,4,0.43,9,232520,-8.003,0.332,1,spotify:track:0My8NPmENHrN5W7OfgZnZJ,irish pop modern rock pop pop rock shiver pop
0.758,0.1669999999999999,154.91899999999998,0.0485,0.00389,0.0,4,0.389,0,218933,-5.662000000000001,0.318,1,spotify:track:1DIg9155AY65dpR5Lf5Vg4,irish pop modern rock pop pop rock shiver pop
0.499,0.131,118.059,0.0403,0.416,0.0,4,0.531,0,253240,-8.793,0.182,1,spotify:track:1bb9eogTs9f8FrxlQ8Rvr2,dance pop pop post-teen pop
0.379,0.0969,82.531,0.331,0.213,0.00175,4,0.7759999999999999,9,179016,-9.351,0.346,0,spotify:track:7uX3gufAoBVqKVoD3dBLLD,electropop pop
0.552,0.147,75.235,0.196,0.479,0.127,4,0.6970000000000001,1,180567,-10.271,0.278,0,spotify:track:6vsV4D8BM6PioRr1UOx0n2,electropop pop
0.59,0.15,137.838,0.0362,0.6940000000000001,2.32e-06,4,0.61,11,217400,-7.325,0.352,0,spotify:track:0vMI3AJPQMjytAu8XMWr65,indie poptimism modern rock pop
0.267,0.128,115.117,0.0308,0.935,5.58e-05,3,0.494,0,240400,-11.54,0.166,1,spotify:track:5Iy1wdO0tMaHwKnfFYtlel,british singer-songwriter chamber pop indie anthem-folk indie folk
0.267,0.0881,152.207,0.0354,0.941,0.000155,4,0.377,2,211805,-13.29,0.345,1,spotify:track:2YVK7RkwslK62gTCWboDPM,indie anthem-folk indie electropop vapor pop
0.292,0.121,118.007,0.0313,0.698,9.86e-06,4,0.623,7,210925,-12.26,0.161,0,spotify:track:6AQ3guMjWgetjRpQASwrE5,chamber pop icelandic folk icelandic indie indie anthem-folk indie folk
0.502,0.124,103.987,0.0302,0.665,0.165,4,0.644,1,201196,-9.374,0.159,0,spotify:track:03KisebN9LuPAchPJm32M8,chamber pop indie anthem-folk indie cafe pop indie folk indiecoustica
0.488,0.133,75.76100000000001,0.0354,0.396,1.44e-05,4,0.536,9,208689,-5.752000000000001,0.382,1,spotify:track:0LMgOEJZ5KmNmqcYv22bpJ,dance pop pop uk pop
0.2239999999999999,0.1119999999999999,85.728,0.0391,0.948,0.0,5,0.426,6,230480,-8.683,0.3989999999999999,1,spotify:track:1fF9w1hapJKALsOQ6yTcxg,dance pop pop uk pop
0.7140000000000001,0.0827,109.021,0.0408,0.00795,0.0,4,0.6779999999999999,0,216080,-4.924,0.307,1,spotify:track:1IX3aarIbfNW3t2geL0YnL,dance pop pop uk pop
0.7959999999999999,0.0948,108.854,0.122,0.0188,0.0,4,0.654,2,178583,-4.761,0.491,0,spotify:track:6oVGIxnuwcwZspPEYk2Yb3,dance pop pop uk pop
0.868,0.0584,110.127,0.0908,0.011,0.0,4,0.532,3,187958,-4.23,0.529,0,spotify:track:3R91ySVDSOjcxpW5PZF394,dance pop pop uk pop
