,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,age_bin
21098,0,0,6,0,2,0,0,1,1,1,2
21099,9,0,6,1,0,0,0,1,1,1,2
21100,0,1,6,0,2,0,0,1,1,1,1
21101,10,0,5,0,0,0,0,1,1,1,2
21102,0,2,6,0,2,0,0,1,1,1,2
21103,9,1,6,0,1,1,0,1,1,1,3
21104,0,0,6,0,2,0,0,1,1,1,2
21105,7,1,1,0,2,0,0,1,1,1,3
21106,4,1,6,0,2,0,0,1,1,1,2
21107,9,2,5,0,2,0,0,1,1,1,2
21108,2,1,6,0,2,0,0,1,1,1,2
21109,0,2,6,0,0,0,0,1,1,1,2
21110,9,1,5,0,2,0,0,1,1,1,2
21111,0,1,6,0,1,1,0,1,1,1,2
21112,9,2,3,0,0,0,0,1,1,1,1
21113,9,1,5,0,0,0,0,1,1,1,2
21114,9,1,5,0,2,0,0,1,1,1,3
21115,0,0,6,0,0,0,0,1,1,1,4
21116,0,0,6,0,0,0,0,1,1,1,2
21117,7,1,7,1,0,0,0,1,1,1,3
21118,1,1,2,0,2,0,0,1,1,1,4
21119,9,2,3,0,2,0,0,1,1,1,1
21120,10,0,5,0,0,0,0,1,1,1,2
21121,9,1,5,0,0,0,0,1,1,1,3
21122,9,2,6,1,0,0,0,1,1,1,1
21123,0,1,6,0,0,0,0,1,1,1,2
21124,5,1,1,0,0,0,0,1,1,1,4
21125,0,1,6,1,2,0,0,1,1,1,1
21126,0,2,6,0,2,0,0,1,1,1,2
21127,0,1,6,0,2,2,0,1,1,1,2
21128,3,1,5,0,2,0,0,1,1,1,1
21129,9,1,5,0,0,0,0,1,1,1,2
21130,0,1,6,1,2,0,0,1,1,1,4
21131,0,1,2,0,2,0,0,1,1,1,3
21132,6,1,1,1,0,0,0,1,1,1,2
21133,9,1,5,0,2,2,0,1,1,1,2
21134,7,1,3,0,0,0,0,1,1,1,3
21135,9,1,5,0,0,0,0,1,1,1,3
21136,0,1,6,0,0,0,0,1,1,1,2
21137,9,2,3,0,0,0,0,1,1,1,1
21138,0,2,6,0,0,0,0,1,1,1,3
21139,3,1,0,1,2,2,0,1,1,1,4
21140,0,1,6,1,0,0,0,1,1,1,1
21141,9,2,6,0,0,0,0,1,1,1,2
21142,7,1,1,0,2,2,0,1,1,1,3
21143,9,1,5,0,2,0,0,1,1,1,2
21144,9,1,3,1,2,0,0,1,1,1,2
21145,0,1,6,1,2,2,0,1,1,1,1
21146,9,2,6,0,0,0,1,1,1,1,2
21147,1,1,7,0,0,0,0,1,1,1,3
21148,7,1,7,1,1,1,0,1,1,1,3
21149,0,1,6,0,2,2,0,1,1,1,2
21150,0,1,6,0,0,0,0,1,1,1,3
21151,0,1,6,0,0,0,0,1,1,1,1
21152,7,1,7,1,2,0,0,1,1,1,3
21153,1,1,0,1,0,0,0,1,1,1,3
21154,9,2,5,0,0,0,0,1,1,1,2
21155,10,1,6,1,2,0,0,1,1,1,2
21156,0,2,6,0,2,0,0,1,1,1,2
21157,0,1,6,1,2,0,0,1,1,1,1
21158,4,1,6,0,0,0,0,1,1,1,2
21159,6,1,6,0,2,0,0,1,1,1,3
21160,9,2,5,0,2,0,0,1,1,1,2
21161,0,2,3,0,2,0,0,1,1,1,3
21162,0,0,6,0,2,0,0,1,1,1,4
21163,0,1,6,0,2,0,0,1,1,1,2
21164,0,1,6,0,0,2,0,1,1,1,3
21165,9,1,5,0,2,0,0,1,1,1,2
21166,4,1,6,0,0,0,0,1,1,1,3
21167,9,2,5,0,0,0,0,1,1,1,2
21168,0,2,6,0,2,0,0,1,1,1,2
21169,9,2,6,0,2,0,0,1,1,1,2
21170,0,0,6,0,0,0,0,1,1,1,2
21171,4,1,3,1,2,0,1,1,1,1,2
21172,0,1,6,1,0,0,0,1,1,1,2
21173,0,1,3,0,0,0,0,1,1,1,2
21174,0,1,6,0,2,0,0,1,1,1,2
21175,4,1,6,0,0,0,0,1,1,1,2
21176,9,1,5,0,2,0,0,1,1,1,2
21177,9,2,6,0,2,0,0,1,1,1,1
21178,2,2,6,0,0,0,0,1,1,1,2
21179,1,1,1,1,2,0,0,1,1,1,3
21180,10,1,3,0,2,0,0,1,1,1,3
21181,9,2,5,0,0,0,0,1,1,1,2
21182,6,1,3,1,0,0,0,1,1,1,2
21183,9,1,3,0,0,0,0,1,1,1,3
21184,9,1,3,1,0,0,0,1,1,1,2
21185,7,1,3,1,0,0,0,1,1,1,2
21186,9,0,6,0,0,0,0,1,1,1,3
21187,0,2,6,0,0,0,0,1,1,1,2
21188,0,1,6,1,0,0,0,1,1,1,2
21189,0,2,6,0,2,0,0,1,1,1,2
21190,0,2,6,0,2,2,0,1,1,1,2
21191,0,2,6,1,0,2,0,1,1,1,2
21192,9,2,5,0,0,0,0,1,1,1,2
21193,0,1,6,0,2,0,0,1,1,1,3
21194,7,1,0,1,0,0,0,1,1,1,3
21195,7,1,2,1,2,0,0,1,1,1,3
21196,9,1,6,0,0,0,0,1,1,1,2
21197,9,1,5,0,2,0,0,1,1,1,2
21198,9,1,5,0,2,0,0,1,1,1,2
21199,9,1,5,0,2,0,0,1,1,1,2
21200,9,1,6,0,0,0,0,1,1,1,2
21201,9,2,3,0,0,0,0,1,1,1,2
21202,0,1,3,0,0,0,0,1,1,1,1
21203,6,2,6,0,2,0,0,1,1,1,1
21204,9,0,6,1,2,0,0,1,1,1,2
21205,7,1,7,1,2,0,0,1,1,1,3
21206,3,1,0,1,0,0,0,1,1,1,4
21207,4,1,6,0,2,2,0,1,1,1,2
21208,0,2,6,0,2,0,0,1,1,1,2
21209,0,0,6,0,2,0,0,1,1,1,2
21210,9,1,5,0,2,2,0,1,1,1,3
21211,3,1,0,1,0,0,0,1,1,1,4
21212,0,1,6,0,2,0,0,1,1,1,2
21213,0,0,6,0,2,0,0,1,1,1,3
21214,0,1,6,1,2,0,0,1,1,1,3
21215,0,1,6,0,2,0,0,1,1,1,2
21216,9,2,5,1,2,0,0,1,1,1,2
21217,0,1,6,0,2,0,0,1,1,1,2
21218,0,1,6,0,2,0,0,1,1,1,2
21219,9,1,6,0,2,0,0,1,1,1,3
21220,9,1,5,0,2,0,0,1,1,1,3
21221,1,1,7,0,0,0,1,1,1,1,3
21222,0,1,6,0,0,0,0,1,1,1,2
21223,9,2,3,0,2,0,0,1,1,1,1
21224,3,1,0,1,2,0,0,1,1,1,4
21225,6,1,6,0,2,2,0,1,1,1,3
21226,9,1,3,0,0,0,0,1,1,1,3
21227,9,1,5,0,0,0,0,1,1,1,2
21228,0,0,6,1,2,0,0,1,1,1,2
21229,9,1,5,0,0,0,0,1,1,1,2
21230,9,1,5,0,2,0,1,1,1,1,2
21231,0,2,6,0,2,2,0,1,1,1,2
21232,4,1,6,0,0,0,0,1,1,1,2
21233,0,2,6,0,0,0,0,1,1,1,2
21234,7,1,1,1,0,0,1,1,1,1,3
21235,0,1,3,0,2,2,0,1,1,1,1
21236,0,1,6,1,0,0,1,1,1,1,2
21237,9,1,5,0,0,0,1,1,1,1,3
21238,9,1,5,0,0,0,0,1,1,1,2
21239,0,1,6,0,0,0,1,1,1,1,2
21240,9,2,6,0,2,0,0,1,1,1,2
21241,0,1,6,0,2,0,0,1,1,1,2
21242,10,0,5,0,2,0,1,1,1,1,2
21243,3,2,5,0,2,2,0,1,1,1,2
21244,0,1,6,0,0,2,0,1,1,1,3
21245,0,1,6,1,2,0,0,1,1,1,1
21246,0,0,6,1,2,0,0,1,1,1,2
21247,1,1,2,0,2,2,0,1,1,1,3
21248,1,1,0,0,2,0,0,1,1,1,3
21249,9,0,6,1,0,0,0,1,1,1,2
21250,0,1,6,0,2,2,0,1,1,1,2
21251,4,1,6,0,2,2,0,1,1,1,2
21252,6,1,3,1,2,0,0,1,1,1,2
21253,9,1,5,0,0,0,0,1,1,1,2
21254,6,1,3,1,2,0,0,1,1,1,2
21255,9,2,5,0,2,0,0,1,1,1,2
21256,9,1,5,0,2,2,0,1,1,1,3
21257,0,2,3,0,0,0,0,1,1,1,2
21258,9,1,5,0,2,0,0,1,1,1,1
21259,9,1,5,1,2,0,0,1,1,1,4
21260,6,1,6,0,0,0,0,1,1,1,3
21261,0,1,6,0,2,0,0,1,1,1,2
21262,0,1,5,1,2,2,0,1,1,1,2
21263,0,1,6,1,2,0,0,1,1,1,4
21264,0,1,6,0,2,0,0,1,1,1,2
21265,9,2,5,0,2,0,0,1,1,1,1
21266,9,1,6,1,2,0,0,1,1,1,3
21267,0,1,6,0,0,0,0,1,1,1,2
21268,1,1,0,0,2,0,0,1,1,1,3
21269,9,2,5,1,2,2,0,1,1,1,1
21270,9,1,5,0,0,0,0,1,1,1,2
21271,1,1,2,0,0,0,0,1,1,1,3
21272,0,0,6,0,0,0,0,1,1,1,4
21273,9,1,6,0,0,0,1,1,1,1,2
21274,1,1,2,0,2,0,0,1,1,1,4
21275,1,1,7,0,2,0,0,1,1,1,3
21276,9,1,3,0,2,2,1,1,1,1,3
21277,1,1,2,1,2,0,0,1,1,1,4
21278,0,2,3,0,0,0,0,1,1,1,2
21279,9,2,3,1,0,0,0,1,1,1,2
21280,0,2,6,1,0,2,0,1,1,1,2
21281,5,0,5,0,0,0,0,1,1,1,4
21282,9,1,5,0,0,0,0,1,1,1,3
21283,9,1,5,0,2,2,0,1,1,1,3
21284,9,1,5,0,2,2,0,1,1,1,4
21285,0,2,6,1,0,0,0,1,1,1,2
21286,0,1,6,0,0,0,0,1,1,1,1
21287,0,1,6,0,2,0,0,1,1,1,3
21288,0,1,5,1,0,0,0,1,1,1,2
21289,10,0,5,0,2,0,0,1,1,1,2
21290,10,0,5,0,2,0,0,1,1,1,2
21291,6,2,5,0,2,0,0,1,1,1,2
21292,0,2,6,0,2,0,0,1,1,1,2
21293,9,0,6,0,2,0,0,1,1,1,3
21294,4,1,6,0,2,2,0,1,1,1,2
21295,0,1,6,0,0,0,0,1,1,1,1
21296,9,2,6,1,2,0,0,1,1,1,1
21297,9,1,5,0,0,0,0,1,1,1,2
21298,9,1,5,0,2,0,0,1,1,1,3
21299,0,2,6,1,2,2,0,1,1,1,2
21300,5,0,5,0,1,1,0,1,1,1,4
21301,9,1,5,0,2,0,0,1,1,1,3
21302,7,1,2,1,2,2,0,1,1,1,3
21303,9,2,6,0,0,0,0,1,1,1,2
21304,9,1,3,1,2,0,0,1,1,1,2
21305,9,2,6,0,0,0,0,1,1,1,1
21306,4,1,3,0,0,0,0,1,1,1,4
21307,0,1,6,0,0,0,0,1,1,1,3
21308,6,1,6,0,2,2,0,1,1,1,3
21309,0,2,6,0,2,0,0,1,1,1,2
21310,9,2,3,0,2,0,0,1,1,1,1
21311,4,1,6,1,2,0,0,1,1,1,4
21312,3,1,6,0,2,0,0,1,1,1,1
21313,0,2,6,1,2,2,0,1,1,1,2
21314,0,2,6,0,2,0,0,1,1,1,2
21315,4,1,6,0,2,0,0,1,1,1,3
21316,1,1,7,0,2,0,0,1,1,1,3
21317,6,1,6,0,0,0,0,1,1,1,3
21318,9,2,5,0,1,1,0,1,1,1,2
21319,0,2,6,0,0,0,0,1,1,1,1
21320,3,1,0,1,0,0,0,1,1,1,4
21321,0,1,6,0,0,2,0,1,1,1,2
21322,0,1,6,0,0,0,0,1,1,1,2
21323,1,1,3,1,2,2,0,1,1,1,3
21324,0,1,6,0,2,0,0,1,1,1,1
21325,1,1,0,1,2,2,0,1,1,1,4
21326,0,0,6,0,2,0,0,1,1,1,3
21327,0,2,6,0,2,2,0,1,1,1,2
21328,9,1,3,1,2,0,0,1,1,1,2
21329,9,2,6,1,0,2,0,1,1,1,2
21330,0,1,3,0,2,0,0,1,1,1,3
21331,11,1,3,1,0,0,0,1,1,1,3
21332,9,1,3,0,0,0,0,1,1,1,2
21333,0,2,6,0,0,2,0,1,1,1,2
21334,0,1,3,0,2,2,0,1,1,1,3
21335,9,1,5,1,2,2,0,1,1,1,2
21336,0,2,6,0,2,2,0,1,1,1,2
21337,0,1,3,0,0,0,0,1,1,1,3
21338,9,1,6,1,2,2,0,1,1,1,4
21339,1,1,0,1,0,0,0,1,1,1,4
21340,0,2,6,0,0,0,0,1,1,1,1
21341,0,1,6,0,2,0,0,1,1,1,2
21342,1,1,2,1,2,0,0,1,1,1,3
21343,7,1,0,1,2,0,0,1,1,1,3
21344,0,1,6,0,2,0,0,1,1,1,3
21345,0,2,6,0,2,0,0,1,1,1,1
21346,0,1,3,1,2,0,0,1,1,1,3
21347,9,2,3,0,2,0,0,1,1,1,2
21348,9,1,5,0,0,0,0,1,1,1,2
21349,1,1,0,0,2,0,0,1,1,1,3
21350,9,2,5,0,2,0,0,1,1,1,2
21351,2,1,2,1,2,0,0,1,1,1,3
21352,9,0,6,0,2,0,0,1,1,1,3
21353,0,2,6,0,0,0,0,1,1,1,2
21354,1,1,0,0,0,0,0,1,1,1,3
21355,9,0,3,1,0,0,0,1,1,1,2
21356,9,2,5,0,2,0,0,1,1,1,1
21357,0,2,6,0,0,0,0,1,1,1,2
21358,0,2,6,0,0,2,0,1,1,1,1
21359,9,2,6,0,2,2,0,1,1,1,2
21360,9,1,3,1,2,0,0,1,1,1,3
21361,9,1,6,0,2,0,0,1,1,1,2
21362,4,1,6,1,2,0,0,1,1,1,3
21363,9,1,5,1,0,0,0,1,1,1,3
21364,6,1,6,1,2,2,0,1,1,1,3
21365,1,1,0,0,2,0,0,1,1,1,3
21366,9,2,5,0,0,2,0,1,1,1,2
21367,9,1,7,0,0,0,0,1,1,1,2
21368,9,1,6,1,2,0,0,1,1,1,2
21369,9,1,5,1,2,0,0,1,1,1,2
21370,0,2,6,0,2,0,0,1,1,1,2
21371,9,2,6,0,0,0,0,1,1,1,2
21372,1,1,2,1,0,0,0,1,1,1,3
21373,9,1,3,0,0,0,0,1,1,1,3
21374,9,0,6,1,0,0,0,1,1,1,3
21375,7,1,3,0,2,2,0,1,1,1,3
21376,9,1,5,1,0,0,0,1,1,1,1
21377,6,1,6,1,2,0,0,1,1,1,4
21378,7,1,3,0,2,0,1,1,1,1,4
21379,0,2,6,0,2,0,0,1,3,1,2
21380,0,2,6,0,0,0,0,1,3,1,2
21381,0,0,6,0,0,0,0,1,3,1,2
21382,0,1,6,0,0,0,0,1,3,1,1
21383,0,1,6,0,0,0,0,1,3,1,3
21384,0,2,6,0,0,0,0,1,3,1,2
21385,9,2,5,0,2,0,0,1,3,1,2
21386,7,1,3,0,2,0,0,1,3,1,4
21387,1,1,1,0,0,0,0,1,3,1,3
21388,0,2,6,1,0,0,0,1,3,1,2
21389,0,2,6,0,0,0,0,1,3,1,2
21390,0,2,6,0,0,0,0,1,3,1,2
21391,4,1,6,0,0,0,0,1,3,1,2
21392,9,2,6,0,0,0,0,1,3,1,2
21393,9,2,6,0,2,0,0,1,3,1,2
21394,0,2,6,0,0,0,0,1,3,1,2
21395,9,2,6,0,2,0,0,1,3,1,2
21396,11,1,0,0,2,0,0,1,3,1,4
21397,1,1,1,0,0,2,0,1,3,1,3
21398,9,1,6,0,2,0,0,1,3,1,2
21399,0,2,6,0,2,0,0,1,3,1,2
21400,0,2,6,0,2,0,0,1,3,1,2
21401,0,2,6,1,2,0,0,1,3,1,2
21402,0,2,6,1,2,0,0,1,3,1,2
21403,9,2,5,0,2,0,0,1,3,1,2
21404,11,1,3,1,2,0,0,1,3,1,3
21405,2,0,5,1,0,0,0,1,3,1,2
21406,1,1,1,0,2,2,0,1,3,1,3
21407,0,1,6,0,2,0,0,1,3,1,3
21408,0,0,6,0,2,2,0,1,3,1,2
21409,9,1,6,0,0,0,0,1,3,1,2
21410,1,1,2,1,0,0,0,1,3,1,3
21411,0,0,6,0,2,0,0,1,3,1,2
21412,0,1,6,1,2,0,0,1,3,1,2
21413,9,2,3,0,2,0,0,1,3,1,2
21414,9,2,3,0,0,0,0,1,3,1,2
21415,9,2,5,0,2,0,0,1,3,1,2
21416,0,1,6,0,0,2,0,1,3,1,2
21417,6,1,5,1,0,0,0,1,3,1,3
21418,5,1,6,0,0,0,0,1,3,1,4
21419,9,1,5,1,0,0,0,1,3,1,4
21420,9,1,5,1,2,0,0,1,3,1,4
21421,9,1,5,1,0,0,0,1,3,1,4
21422,9,1,5,1,0,0,0,1,3,1,4
21423,9,1,5,1,0,0,0,1,3,1,4
21424,0,2,6,0,0,0,0,1,3,1,1
21425,0,0,6,0,2,0,0,1,3,1,2
21426,4,1,3,0,2,0,0,1,3,1,3
21427,9,1,5,0,0,0,0,1,3,1,2
21428,0,2,6,0,2,0,0,1,3,1,2
21429,0,1,6,1,2,0,0,1,3,1,2
21430,0,1,6,0,2,0,1,1,3,1,2
21431,9,1,5,1,0,0,0,1,3,1,3
21432,1,1,0,1,2,0,0,1,3,1,4
21433,0,1,3,0,0,0,0,1,3,1,2
21434,6,1,6,0,0,0,0,1,3,1,4
21435,4,1,3,0,2,0,0,1,3,1,3
21436,4,1,6,0,0,0,0,1,3,1,3
21437,4,1,6,0,2,2,0,1,3,1,3
21438,4,1,6,0,2,0,0,1,3,1,3
21439,4,1,6,0,2,2,0,1,3,1,3
21440,6,2,5,0,1,1,0,1,3,1,2
21441,9,1,5,0,0,0,0,1,3,1,2
21442,7,2,5,0,2,0,0,1,3,1,3
21443,9,1,5,0,0,0,0,1,3,1,2
21444,0,1,6,0,2,0,0,1,3,1,2
21445,9,1,5,0,2,0,0,1,3,1,2
21446,9,0,5,0,0,2,0,1,3,1,2
21447,9,1,5,0,0,0,0,1,3,1,2
21448,0,0,6,0,0,0,0,1,3,1,3
21449,9,2,6,0,0,0,0,1,3,1,2
21450,6,1,6,0,2,0,0,1,3,1,4
21451,0,1,6,0,2,0,0,1,3,1,2
21452,4,1,6,0,2,2,0,1,3,1,2
21453,5,1,7,1,0,2,0,1,3,1,4
21454,4,1,6,1,0,0,0,1,3,1,2
21455,9,2,6,0,2,0,0,1,3,1,2
21456,4,2,6,0,0,0,0,1,3,1,1
21457,0,1,6,1,2,0,0,1,3,1,2
21458,4,2,6,0,0,2,0,1,3,1,1
21459,0,1,3,0,2,0,0,1,3,1,3
21460,0,2,6,1,0,0,0,1,3,1,2
21461,9,2,5,0,2,0,0,1,3,1,2
21462,0,1,6,0,2,0,0,1,3,1,2
21463,7,1,0,1,2,0,0,1,3,1,3
21464,0,1,3,0,2,0,0,1,3,1,3
21465,9,2,6,0,2,0,0,1,3,1,2
21466,0,0,6,0,0,0,0,1,3,1,3
21467,11,1,2,1,0,0,0,1,3,1,3
21468,9,2,5,0,2,0,0,1,3,1,2
21469,9,2,5,0,0,0,0,1,3,1,2
21470,0,0,6,0,0,0,0,1,3,1,2
21471,0,2,6,0,0,0,0,1,3,1,2
21472,3,1,0,0,2,0,0,1,3,1,4
21473,9,2,5,0,2,0,0,1,3,1,2
21474,9,2,5,0,0,2,0,1,3,1,2
21475,0,1,6,0,0,0,0,1,3,1,2
21476,9,1,5,0,2,0,0,1,3,1,3
21477,9,1,5,0,2,0,0,1,3,1,1
21478,9,1,3,0,0,0,0,1,3,1,2
21479,9,1,3,1,0,0,0,1,3,1,2
21480,9,1,3,1,0,0,0,1,3,1,2
21481,0,1,6,0,0,0,0,1,3,1,1
21482,0,0,3,0,0,0,0,1,3,1,4
21483,6,2,6,0,0,0,0,1,3,1,1
21484,0,2,6,0,0,0,0,1,3,1,2
21485,9,2,3,0,0,0,0,1,3,1,2
21486,1,1,1,0,2,0,0,1,3,1,3
21487,6,1,3,0,0,0,0,1,3,1,4
21488,4,1,6,0,0,0,0,1,3,1,3
21489,0,1,6,0,0,0,0,1,3,1,2
21490,0,2,6,0,0,0,0,1,3,1,1
21491,0,1,6,0,2,0,0,1,3,1,2
21492,0,1,6,0,0,0,0,1,3,1,2
21493,1,1,1,1,2,0,0,1,3,1,3
21494,9,1,6,0,2,0,0,1,3,1,2
21495,0,2,6,0,2,0,0,1,3,1,2
21496,3,1,0,1,0,2,0,1,3,1,3
21497,9,1,6,0,0,0,0,1,3,1,2
21498,9,1,5,0,0,0,1,1,3,1,2
21499,9,1,5,1,2,0,0,1,3,1,4
21500,9,1,6,0,2,0,0,1,3,1,2
21501,1,1,2,1,2,0,0,1,3,1,3
21502,0,1,6,1,0,0,0,1,3,1,2
21503,4,1,6,0,2,0,0,1,3,1,3
21504,9,1,6,0,0,0,0,1,3,1,1
21505,1,1,1,1,2,0,0,1,3,1,3
21506,1,1,1,1,0,2,0,1,3,1,3
21507,0,1,2,0,2,0,0,1,3,1,4
21508,0,2,6,0,2,2,0,1,3,1,2
21509,9,1,5,0,2,0,0,1,3,1,2
21510,9,2,6,1,2,0,0,1,3,1,3
21511,9,1,5,0,2,0,0,1,3,1,2
21512,0,1,6,1,0,0,0,1,3,1,2
21513,9,2,5,0,0,0,0,1,3,1,1
21514,0,2,3,0,2,0,0,1,3,1,2
21515,0,2,3,0,2,0,0,1,3,1,2
21516,0,1,0,1,2,0,0,1,3,1,4
21517,9,2,6,1,0,0,0,1,3,1,3
21518,9,0,3,0,2,2,0,1,3,1,2
21519,4,1,6,0,0,0,0,1,3,1,2
21520,9,1,6,0,2,0,0,1,3,1,2
21521,9,1,3,1,0,0,0,1,3,1,3
21522,0,1,6,1,2,0,0,1,3,1,4
21523,9,1,3,0,0,0,0,1,3,1,2
21524,9,0,5,1,2,0,0,1,3,1,4
21525,9,1,5,0,2,0,0,1,3,1,2
21526,6,2,6,0,2,0,0,1,3,1,1
21527,7,1,0,0,2,0,0,1,3,1,3
21528,1,1,0,0,2,0,0,1,3,1,3
21529,6,1,6,0,2,2,0,1,3,1,4
21530,0,2,6,0,0,2,0,1,3,1,2
21531,0,1,6,0,0,2,0,1,3,1,1
21532,1,1,1,0,2,2,0,1,3,1,3
21533,9,2,3,0,2,0,0,1,3,1,1
21534,0,0,6,0,2,0,0,1,3,1,2
21535,9,1,3,1,0,0,0,1,3,1,2
21536,0,2,6,0,2,2,0,1,3,1,2
21537,0,2,6,0,2,0,0,1,3,1,2
21538,0,1,6,1,0,0,0,1,3,1,3
21539,0,1,3,0,2,0,0,1,3,1,4
21540,0,1,6,1,0,0,0,1,3,1,2
21541,2,0,5,1,1,1,0,1,3,1,2
21542,0,0,6,0,0,0,0,1,3,1,3
21543,0,0,6,0,2,0,0,1,3,1,4
21544,9,2,5,0,2,0,0,1,3,1,2
21545,9,2,3,0,2,0,0,1,3,1,2
21546,0,1,6,1,2,0,0,1,3,1,2
21547,0,2,6,0,0,2,0,1,3,1,2
21548,9,1,5,1,2,0,0,1,3,1,4
21549,0,2,6,0,2,0,0,1,3,1,2
21550,9,0,5,0,2,0,0,1,3,1,3
21551,9,1,6,0,0,0,0,1,3,1,2
21552,9,1,6,0,0,0,0,1,3,1,2
21553,0,1,3,0,2,0,0,1,3,1,3
21554,0,1,6,0,2,0,0,1,3,1,3
21555,6,2,6,0,2,0,0,1,3,1,2
21556,11,1,7,1,1,1,0,1,3,1,3
21557,9,1,3,0,2,0,0,1,3,1,2
21558,7,2,5,0,2,0,0,1,3,1,3
21559,0,1,6,0,2,0,0,1,3,1,4
21560,1,1,0,0,2,0,0,1,3,1,4
21561,1,1,0,0,0,0,0,1,3,1,4
21562,9,1,5,0,0,0,0,1,3,1,2
21563,1,1,0,0,0,2,0,1,3,1,4
21564,0,2,6,0,0,0,0,1,3,1,1
21565,0,1,6,0,0,2,0,1,3,1,3
21566,0,1,6,0,0,0,0,1,3,1,3
21567,9,2,6,0,2,2,0,1,3,1,2
21568,5,1,6,1,0,0,0,1,3,1,4
21569,9,2,6,0,2,0,0,1,3,1,1
21570,0,2,6,0,2,0,0,1,3,1,2
21571,0,0,6,0,0,0,0,1,3,1,2
21572,9,1,3,1,2,2,0,1,3,1,3
21573,9,1,3,1,0,2,0,1,3,1,3
21574,0,1,6,0,2,2,0,1,3,1,2
21575,9,1,6,0,2,0,0,1,3,1,3
21576,0,1,6,0,0,2,0,1,3,1,2
21577,7,1,0,0,2,2,0,1,3,1,3
21578,0,1,6,0,2,0,0,1,3,1,2
21579,0,2,6,0,0,2,0,1,3,1,1
21580,9,1,5,2,0,0,0,1,3,1,3
21581,9,1,5,2,2,0,0,1,3,1,3
21582,9,0,5,0,2,0,0,1,3,1,4
21583,0,1,3,0,2,2,0,1,3,1,3
21584,10,2,5,0,2,2,1,1,3,1,2
21585,0,1,3,0,0,0,0,1,3,1,2
21586,1,1,0,0,2,0,0,1,3,1,4
21587,0,1,3,0,2,0,0,1,3,1,2
21588,9,2,6,0,0,0,0,1,3,1,2
21589,0,1,6,1,0,0,0,1,3,1,4
21590,0,1,3,0,2,0,0,1,3,1,2
21591,0,1,3,0,2,2,0,1,3,1,2
21592,0,1,6,0,2,0,0,1,3,1,1
21593,4,1,6,0,2,0,0,1,3,1,2
21594,0,2,3,0,0,0,0,1,3,1,2
21595,1,1,2,1,2,0,0,1,3,1,3
21596,10,1,6,0,0,0,0,1,3,1,2
21597,10,1,6,0,2,0,0,1,3,1,2
21598,1,1,2,1,0,0,0,1,3,1,3
21599,4,1,6,1,2,0,0,1,3,1,2
21600,10,1,5,1,2,2,0,1,3,1,3
21601,9,1,5,0,2,0,0,1,3,1,1
21602,11,1,3,1,0,2,0,1,3,1,3
21603,9,1,5,0,2,0,0,1,3,1,1
21604,1,1,0,1,2,0,0,1,3,1,3
21605,0,1,0,1,2,2,0,1,3,1,4
21606,9,2,6,0,2,0,0,1,3,1,2
21607,9,1,5,0,0,0,0,1,3,1,2
21608,1,0,2,0,0,0,0,1,3,1,3
21609,9,1,3,0,2,2,0,1,3,1,1
21610,9,1,3,0,2,0,0,1,3,1,1
21611,9,1,3,0,2,0,0,1,3,1,1
21612,9,1,3,0,0,0,0,1,3,1,1
21613,9,1,3,0,0,0,0,1,3,1,1
21614,9,1,3,0,0,0,0,1,3,1,1
21615,9,1,6,1,2,0,0,1,3,1,2
21616,4,1,6,0,0,0,0,1,3,1,2
21617,1,1,0,0,2,0,0,1,3,1,3
21618,4,1,6,1,0,0,0,1,3,1,4
21619,0,1,6,1,2,0,0,1,3,1,2
21620,9,1,5,0,0,0,0,1,3,1,2
21621,6,1,6,0,0,0,0,1,3,1,2
21622,9,1,5,1,0,0,0,1,3,1,2
21623,0,2,6,0,0,2,0,1,3,1,2
21624,0,1,6,0,2,0,0,1,3,1,2
21625,1,1,0,0,2,0,0,1,3,1,4
21626,0,1,6,0,2,2,0,1,3,1,2
21627,0,2,6,0,2,0,0,1,3,1,2
21628,0,2,6,0,2,0,0,1,3,1,2
21629,0,1,6,0,0,0,0,1,3,1,2
21630,0,2,6,0,0,0,0,1,3,1,2
21631,0,2,6,0,2,2,0,1,3,1,2
21632,0,1,6,0,0,2,0,1,3,1,2
21633,0,2,6,0,0,2,0,1,3,1,3
21634,9,1,3,1,0,0,0,1,3,1,3
21635,0,1,3,0,0,0,0,1,3,1,3
21636,0,1,6,0,0,2,0,1,3,1,2
21637,0,2,6,0,2,0,0,1,3,1,2
21638,1,1,7,0,0,0,0,1,3,1,3
21639,9,1,3,0,2,0,0,1,3,1,1
21640,9,1,5,0,0,0,0,1,3,1,4
21641,4,1,6,0,0,0,0,1,3,1,2
21642,9,2,6,0,2,0,0,1,3,1,2
21643,9,0,3,0,2,2,0,1,3,1,2
21644,1,1,0,0,2,2,0,1,3,1,4
21645,5,1,0,0,0,0,0,1,3,1,4
21646,4,2,6,0,2,0,0,1,3,1,1
21647,0,2,6,0,1,1,0,1,3,1,2
21648,9,1,6,1,2,0,0,1,3,1,2
21649,4,1,3,0,2,0,0,1,3,1,1
21650,0,2,6,0,2,0,0,1,3,1,1
21651,9,1,3,0,2,0,0,1,3,1,3
21652,9,1,5,1,2,0,0,1,3,1,3
21653,0,0,6,0,0,0,0,1,3,1,3
21654,9,2,6,0,2,0,0,1,3,1,2
21655,0,2,6,0,2,0,0,1,3,1,2
