MSSubClass,LotFrontage,LotArea,Street,LotConfig,Condition1,YearBuilt,RoofStyle,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,OpenPorchSF,YrSold,SalePrice
story_finished_attic,64,13053,Pave,Inside,Norm,1923,Gambrel,TA,BrkTil,TA,TA,No,833,GasA,Gd,4,1,Gd,8,Typ,1,Detchd,0,2008,207000
old_new,51,3635,Pave,Inside,Norm,2007,Hip,TA,PConc,Gd,TA,No,1386,GasA,Ex,1,1,Gd,7,Typ,1,Attchd,20,2009,175900
duplex,60,11340,Pave,Inside,Norm,1885,Gable,TA,PConc,TA,TA,No,777,GasA,Gd,4,2,TA,11,Typ,0,Detchd,0,2010,122500
story_new,NA,16545,Pave,Inside,Norm,1998,Gable,TA,PConc,Gd,TA,Mn,1284,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,126,2009,340000
old_new,71,9204,Pave,Inside,Norm,1963,Gable,TA,CBlock,TA,TA,No,1144,GasA,TA,3,1,TA,6,Typ,0,Detchd,88,2008,124000
old_new,NA,16381,Pave,Inside,Norm,1969,Gable,Gd,CBlock,TA,TA,Av,1844,GasA,Gd,3,1,Gd,7,Typ,1,Attchd,73,2006,223000
story_new,90,11700,Pave,Corner,Norm,1968,Gable,TA,CBlock,TA,TA,No,708,GasA,Gd,3,1,TA,7,Typ,1,Attchd,169,2006,179900
old_new,53,4043,Pave,Inside,Norm,1977,Gable,TA,CBlock,Gd,TA,No,1069,GasA,TA,2,1,TA,4,Typ,1,Attchd,55,2010,127500
old_new,37,4435,Pave,Inside,Norm,2003,Gable,TA,PConc,Gd,TA,Av,848,GasA,Ex,1,1,Gd,3,Typ,0,Attchd,0,2008,136500
split,NA,19690,Pave,CulDSac,Norm,1966,Flat,Gd,CBlock,Gd,TA,Av,697,GasA,TA,4,1,Gd,8,Typ,1,Attchd,236,2006,274970
old_new,NA,9503,Pave,Inside,Norm,1958,Hip,TA,CBlock,TA,TA,No,1024,GasA,TA,2,1,TA,6,Min1,1,Detchd,28,2007,144000
old_new,80,10721,Pave,Inside,Norm,1959,Hip,TA,CBlock,TA,TA,No,1252,GasA,Ex,3,1,Gd,7,Typ,0,Detchd,39,2008,142000
story_new,81,10944,Pave,Inside,Norm,1994,Gable,TA,PConc,Gd,TA,No,1223,GasA,Ex,3,1,Gd,5,Typ,2,Attchd,132,2008,271000
story_finished_attic,60,10930,Pave,Inside,Artery,1945,Gable,TA,CBlock,TA,TA,No,913,GasA,TA,3,1,TA,6,Typ,1,Attchd,0,2008,140000
old_old,60,7200,Pave,Corner,Norm,1940,Gable,Gd,CBlock,TA,TA,No,788,GasA,TA,2,1,Gd,4,Typ,2,Attchd,0,2010,119000
old_new,NA,12546,Pave,Corner,Norm,1981,Gable,Gd,CBlock,Gd,TA,No,1440,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,0,2007,182900
story_new,60,21930,Pave,Inside,RRAn,2005,Gable,TA,PConc,Gd,Gd,Av,732,GasA,Ex,4,1,TA,7,Typ,1,BuiltIn,40,2006,192140
old_new,NA,4928,Pave,Inside,Norm,1976,Gable,TA,CBlock,Gd,TA,No,958,GasA,TA,2,1,TA,5,Typ,0,Attchd,60,2009,143750
old_old,60,10800,Pave,Inside,Norm,1927,Gable,TA,BrkTil,TA,TA,No,656,GasA,TA,4,1,TA,5,Typ,0,Detchd,0,2007,64500
story_new,93,10261,Pave,Inside,Norm,2000,Gable,TA,PConc,Gd,TA,No,936,GasA,Ex,3,1,TA,8,Typ,1,Attchd,0,2008,186500
old_new,80,17400,Pave,Inside,Norm,1977,Gable,TA,CBlock,TA,TA,No,1126,GasA,Fa,3,1,TA,5,Typ,1,Attchd,41,2006,160000
old_new,80,8400,Pave,Inside,Norm,1962,Gable,Gd,CBlock,TA,TA,No,1319,GasA,TA,3,1,Gd,7,Typ,1,Attchd,36,2008,174000
old_new,60,9000,Pave,FR2,Norm,1971,Gable,TA,PConc,TA,TA,No,864,GasA,TA,3,1,TA,5,Typ,0,Detchd,0,2007,120500
old_new,96,12444,Pave,FR2,Norm,2008,Hip,TA,PConc,Ex,TA,Av,1932,GasA,Ex,2,1,Ex,7,Typ,1,Attchd,66,2008,394617
old_new,90,7407,Pave,Inside,Artery,1957,Gable,TA,CBlock,TA,TA,No,912,GasA,TA,2,1,TA,6,Typ,0,Attchd,158,2010,149700
story_new,80,11584,Pave,Inside,Norm,1979,Hip,TA,CBlock,TA,TA,No,539,GasA,TA,3,1,TA,6,Typ,1,Attchd,88,2007,197000
story_old,79,11526,Pave,Inside,Norm,1922,Gable,TA,BrkTil,Ex,TA,No,588,GasA,Fa,3,1,TA,11,Min1,1,Detchd,0,2008,191000
old_new,NA,4426,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,Av,848,GasA,Ex,1,1,Gd,3,Typ,1,Attchd,0,2008,149300
story_new,85,11003,Pave,Inside,Norm,2008,Gable,TA,PConc,Ex,TA,Av,1017,GasA,Ex,3,1,Ex,10,Typ,1,Attchd,52,2009,310000
old_old,NA,8854,Pave,Inside,Norm,1916,Gable,TA,BrkTil,TA,TA,No,952,Grav,Fa,2,1,Fa,4,Typ,1,Detchd,98,2009,121000
old_new,63,8500,Pave,FR2,Norm,2004,Gable,TA,PConc,Gd,TA,Av,1422,GasA,Ex,3,1,Gd,7,Typ,0,Attchd,60,2007,179600
split,70,8400,Pave,Inside,Norm,1966,Gable,TA,CBlock,TA,TA,Gd,814,GasA,Gd,3,1,TA,6,Typ,0,Detchd,0,2007,129000
old_new,NA,26142,Pave,CulDSac,Norm,1962,Gable,TA,CBlock,TA,TA,No,1188,GasA,TA,3,1,TA,6,Typ,0,Attchd,39,2010,157900
story_new,80,10000,Pave,Inside,Norm,1995,Gable,TA,PConc,Gd,TA,No,1220,GasA,Ex,3,1,Gd,8,Typ,1,Attchd,65,2007,240000
story_finished_attic,70,11767,Pave,Inside,Norm,1910,Gable,TA,CBlock,Fa,TA,No,560,GasA,Gd,2,1,TA,6,Min2,0,Detchd,24,2007,112000
split,21,1533,Pave,Inside,Norm,1970,Gable,TA,CBlock,Gd,TA,Av,630,GasA,Ex,1,1,Ex,3,Typ,0,NA,0,2006,92000
duplex,60,9000,Pave,FR2,Norm,1974,Gable,TA,CBlock,Gd,TA,No,896,GasA,TA,4,2,TA,8,Typ,0,NA,45,2009,136000
old_new,78,9262,Pave,Inside,Norm,2008,Gable,TA,PConc,Gd,TA,No,1573,GasA,Ex,3,1,Ex,7,Typ,1,Attchd,36,2009,287090
split,35,3675,Pave,Inside,Norm,2005,Gable,TA,PConc,Gd,TA,Gd,547,GasA,Gd,2,1,TA,5,Typ,0,Basment,28,2006,145000
old_new,90,17217,Pave,Inside,Norm,2006,Gable,TA,PConc,Gd,TA,No,1140,GasA,Ex,3,1,TA,6,Typ,0,NA,56,2006,84500
old_new,62,7500,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,No,1221,GasA,Ex,2,1,Gd,6,Typ,0,Attchd,113,2009,185000
story_new,62,7917,Pave,Inside,Norm,1999,Gable,TA,PConc,Gd,TA,No,953,GasA,Ex,3,1,TA,7,Typ,1,Attchd,40,2007,175000
old_new,85,13175,Pave,Inside,Norm,1978,Gable,TA,CBlock,Gd,TA,No,1542,GasA,TA,3,1,TA,7,Min1,2,Attchd,0,2010,210000
story_old,66,9042,Pave,Inside,Norm,1941,Gable,Gd,Stone,TA,Gd,No,1152,GasA,Ex,4,1,Gd,9,Typ,2,Attchd,60,2010,266500
old_new,68,9717,Pave,Inside,Norm,1950,Hip,TA,CBlock,TA,TA,Mn,1078,GasA,Gd,2,1,Gd,5,Typ,0,Attchd,0,2010,142125
old_new,75,9937,Pave,Inside,Norm,1965,Gable,TA,CBlock,TA,TA,No,1256,GasA,Gd,3,1,TA,6,Typ,0,Attchd,68,2008,147500
old_new,80,11622,Pave,Inside,Feedr,1961,Gable,TA,CBlock,TA,TA,No,882,GasA,TA,2,1,TA,5,Typ,0,Attchd,0,2010,
old_new,81,14267,Pave,Corner,Norm,1958,Hip,TA,CBlock,TA,TA,No,1329,GasA,TA,3,1,Gd,6,Typ,0,Attchd,36,2010,
story_new,74,13830,Pave,Inside,Norm,1997,Gable,TA,PConc,Gd,TA,No,928,GasA,Gd,3,1,TA,6,Typ,1,Attchd,34,2010,
story_new,78,9978,Pave,Inside,Norm,1998,Gable,TA,PConc,TA,TA,No,926,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,36,2010,
old_new,43,5005,Pave,Inside,Norm,1992,Gable,TA,PConc,Gd,TA,No,1280,GasA,Ex,2,1,Gd,5,Typ,0,Attchd,82,2010,
story_new,75,10000,Pave,Corner,Norm,1993,Gable,TA,PConc,Gd,TA,No,763,GasA,Gd,3,1,TA,7,Typ,1,Attchd,84,2010,
old_new,NA,7980,Pave,Inside,Norm,1992,Gable,Gd,PConc,Gd,TA,No,1168,GasA,Ex,3,1,TA,6,Typ,0,Attchd,21,2010,
story_new,63,8402,Pave,Inside,Norm,1998,Gable,TA,PConc,Gd,TA,No,789,GasA,Gd,3,1,TA,7,Typ,1,Attchd,75,2010,
old_new,85,10176,Pave,Inside,Norm,1990,Gable,TA,PConc,Gd,TA,Gd,1300,GasA,Gd,2,1,Gd,5,Typ,1,Attchd,0,2010,
old_new,70,8400,Pave,Corner,Norm,1970,Gable,TA,CBlock,TA,TA,No,882,GasA,TA,2,1,TA,4,Typ,0,Attchd,0,2010,
old_new,26,5858,Pave,FR2,Norm,1999,Gable,TA,PConc,Gd,TA,No,1405,GasA,Ex,2,1,Gd,5,Typ,1,Attchd,68,2010,
story_new,21,1680,Pave,Inside,Norm,1971,Gable,TA,CBlock,TA,TA,No,483,GasA,TA,2,1,TA,5,Typ,0,Detchd,0,2010,
story_new,21,1680,Pave,Inside,Norm,1971,Gable,TA,CBlock,TA,TA,No,525,GasA,TA,3,1,TA,6,Typ,0,Detchd,0,2010,
story_new,24,2280,Pave,FR2,Norm,1975,Gable,TA,CBlock,TA,TA,No,855,GasA,TA,3,1,Gd,6,Typ,1,Attchd,0,2010,
old_new,24,2280,Pave,FR2,Norm,1975,Gable,TA,CBlock,Gd,TA,No,836,GasA,Ex,2,1,TA,4,Typ,0,Attchd,30,2010,
story_new,102,12858,Pave,Inside,Norm,2009,Gable,TA,PConc,Ex,TA,No,1590,GasA,Ex,3,1,Ex,10,Typ,1,Attchd,133,2010,
old_new,94,12883,Pave,Corner,Norm,2009,Gable,TA,PConc,Gd,TA,No,1544,GasA,Ex,3,1,Gd,7,Typ,0,Attchd,35,2010,
old_new,90,11520,Pave,Inside,PosN,2005,Hip,TA,PConc,Ex,TA,No,1698,GasA,Ex,3,1,Ex,7,Typ,1,Attchd,74,2010,
old_new,79,14122,Pave,Inside,Norm,2005,Hip,TA,PConc,Ex,TA,No,1822,GasA,Ex,3,1,Ex,8,Typ,1,Attchd,119,2010,
old_new,110,14300,Pave,Inside,Norm,2003,Hip,TA,PConc,Ex,TA,Gd,2846,GasA,Ex,3,1,Ex,10,Typ,2,Attchd,150,2010,
story_new,105,13650,Pave,Corner,Norm,2002,Gable,TA,PConc,Gd,TA,Gd,1671,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,130,2010,
old_new,41,7132,Pave,Inside,Norm,2006,Gable,TA,PConc,Gd,TA,Mn,1370,GasA,Ex,2,1,Gd,6,Typ,1,Attchd,49,2010,
old_new,100,18494,Pave,Corner,Norm,2005,Gable,TA,PConc,Gd,TA,No,1324,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,23,2010,
old_new,43,3203,Pave,Inside,Norm,2006,Gable,TA,PConc,Gd,TA,Av,1145,GasA,Ex,2,1,Gd,6,Typ,0,Attchd,116,2010,
split,67,13300,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,No,384,GasA,Ex,3,1,Gd,7,Typ,1,BuiltIn,0,2010,
story_new,63,8577,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,No,847,GasA,Ex,3,1,Gd,7,Typ,1,BuiltIn,48,2010,
story_new,60,17433,Pave,CulDSac,Norm,1998,Hip,TA,PConc,Ex,TA,No,1629,GasA,Ex,4,1,Gd,7,Typ,1,Attchd,172,2010,
old_new,73,8987,Pave,Inside,Norm,2005,Gable,TA,PConc,Gd,TA,NA,1595,GasA,Ex,2,1,Gd,6,Typ,1,Attchd,0,2010,
old_new,92,9215,Pave,Inside,Norm,2009,Hip,TA,PConc,Gd,TA,No,1218,GasA,Ex,2,1,Gd,4,Typ,0,Attchd,136,2010,
old_new,84,10440,Pave,Corner,Norm,2005,Gable,TA,PConc,Ex,TA,No,1468,GasA,Ex,2,1,Gd,6,Typ,1,Attchd,102,2010,
story_new,70,11920,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,Av,831,GasA,Ex,3,1,Gd,8,Typ,0,Attchd,68,2010,
old_old,70,9800,Pave,Corner,Feedr,1920,Gable,Fa,BrkTil,TA,TA,No,816,GasA,TA,2,1,TA,5,Typ,0,Detchd,0,2010,
old_new,39,15410,Pave,CulDSac,RRNe,1974,Hip,Gd,CBlock,TA,TA,Gd,1208,GasA,Ex,3,1,TA,7,Typ,2,Attchd,0,2010,
story_new,85,13143,Pave,Inside,Norm,1993,Gable,TA,PConc,Gd,TA,No,1231,GasA,Ex,4,1,Gd,9,Typ,1,Attchd,130,2010,
story_new,88,11134,Pave,Inside,Norm,1992,Gable,TA,PConc,Gd,TA,No,1390,GasA,Ex,4,1,Gd,7,Typ,1,Attchd,30,2010,
old_new,25,4835,Pave,CulDSac,Norm,2004,Gable,TA,PConc,Ex,TA,Av,1488,GasA,Ex,2,1,Gd,6,Typ,1,Attchd,50,2010,
story_new,39,3515,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,No,840,GasA,Ex,2,1,Gd,3,Typ,0,Attchd,111,2010,
story_new,30,3215,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,Av,600,GasA,Ex,2,1,Gd,4,Typ,0,Detchd,172,2010,
story_new,24,2544,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,No,600,GasA,Ex,2,1,Gd,4,Typ,0,Detchd,172,2010,
story_new,24,2544,Pave,Inside,Norm,2005,Gable,TA,PConc,Gd,TA,No,600,GasA,Ex,2,1,Gd,4,Typ,0,Detchd,166,2010,
story_new,NA,2980,Pave,Corner,Norm,2000,Gable,TA,PConc,Gd,TA,No,756,GasA,Ex,2,1,Gd,5,Typ,0,Detchd,32,2010,
story_new,NA,2403,Pave,FR2,Norm,2003,Gable,TA,PConc,Gd,TA,No,530,GasA,Ex,2,1,Gd,4,Typ,0,Attchd,50,2010,
old_new,57,12853,Pave,Inside,Norm,2010,Gable,TA,PConc,Ex,Po,No,1642,GasA,Ex,1,1,Gd,6,Typ,1,Attchd,192,2010,
story_new,68,7379,Pave,Inside,Norm,2000,Gable,TA,PConc,Gd,TA,No,975,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,184,2010,
old_new,80,8000,Pave,Inside,Norm,2002,Gable,TA,PConc,Gd,TA,No,1492,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,137,2010,
old_new,NA,10456,Pave,Inside,Norm,1967,Hip,TA,CBlock,TA,TA,No,1829,GasA,Gd,4,1,TA,8,Typ,0,Attchd,76,2010,
story_new,80,10791,Pave,Inside,Norm,1993,Gable,TA,PConc,Gd,TA,Mn,1280,GasA,Ex,4,1,Gd,9,Typ,1,Attchd,32,2010,
story_finished_attic,NA,18837,Pave,Inside,Norm,1978,Gable,TA,PConc,Gd,TA,Mn,1224,GasA,TA,3,1,TA,7,Typ,1,Attchd,69,2010,
story_new,80,9600,Pave,Inside,Norm,1971,Gable,TA,CBlock,TA,TA,No,715,GasA,TA,4,1,TA,7,Typ,0,Attchd,78,2010,
old_new,80,9600,Pave,Inside,Norm,1966,Hip,TA,CBlock,TA,TA,No,1232,GasA,TA,3,1,TA,6,Typ,0,Attchd,224,2010,
old_new,90,9900,Pave,Corner,Norm,1966,Hip,TA,PConc,Gd,TA,No,1209,GasA,Gd,3,1,TA,6,Typ,0,Attchd,0,2010,
old_new,88,9680,Pave,Inside,Norm,1967,Gable,TA,CBlock,TA,TA,No,1510,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,40,2010,
split,NA,10600,Pave,Inside,Norm,1964,Gable,TA,CBlock,TA,TA,No,533,GasA,TA,3,1,TA,8,Typ,0,Attchd,172,2010,
duplex,98,13260,Pave,Inside,Norm,1962,Hip,TA,CBlock,TA,TA,No,1728,GasA,TA,6,2,TA,10,Typ,0,NA,0,2010,
story_finished_attic,68,9724,Pave,Inside,Norm,1952,Gable,TA,CBlock,TA,TA,No,1140,GasA,Gd,3,1,TA,7,Min2,2,Detchd,0,2010,
story_finished_attic,120,17360,Pave,Corner,Artery,1949,Gable,Gd,CBlock,TA,TA,No,782,GasA,TA,3,1,TA,6,Typ,1,Attchd,0,2010,
split,75,11380,Pave,Inside,Norm,1966,Gable,TA,CBlock,TA,TA,Gd,1080,GasA,Gd,2,1,Gd,5,Typ,1,Attchd,0,2010,
duplex,70,8267,Pave,Corner,Feedr,1958,Gable,TA,CBlock,TA,TA,No,1604,GasA,TA,4,2,TA,8,Typ,0,Attchd,0,2010,
old_new,70,8197,Pave,Inside,Norm,2003,Gable,TA,PConc,Gd,TA,No,1480,GasA,Ex,3,1,Gd,7,Typ,0,Attchd,73,2010,
old_new,NA,8050,Pave,Inside,Norm,1959,Hip,TA,CBlock,TA,TA,No,1143,GasA,TA,3,1,TA,6,Typ,0,Attchd,0,2010,
old_new,87,10725,Pave,Inside,Norm,1959,Hip,TA,CBlock,TA,TA,No,1206,GasA,Fa,3,1,TA,6,Typ,0,Attchd,21,2010,
old_new,80,10032,Pave,Inside,Norm,1959,Gable,TA,CBlock,TA,TA,No,1244,GasA,Ex,3,1,TA,6,Typ,2,Attchd,28,2010,
story_finished_attic,60,8382,Pave,Inside,Norm,1956,Gable,TA,CBlock,TA,TA,No,832,GasA,TA,3,1,TA,5,Typ,0,Attchd,0,2010,
old_new,60,10950,Pave,Inside,Norm,1952,Gable,TA,CBlock,TA,TA,No,864,GasA,TA,2,1,Fa,4,Typ,0,Detchd,0,2010,
old_new,119,10895,Pave,Corner,Norm,1955,Gable,Gd,CBlock,TA,TA,No,972,GasA,TA,3,1,TA,5,Typ,0,Attchd,0,2010,
duplex,70,13587,Pave,Inside,Norm,1958,Gable,TA,CBlock,TA,TA,Av,988,GasA,TA,2,1,TA,5,Typ,0,Attchd,0,2010,
old_old,65,7898,Pave,Corner,Norm,1920,Gable,TA,BrkTil,TA,TA,No,576,GasA,Gd,2,1,TA,4,Typ,0,Detchd,0,2010,
story_finished_attic,60,8064,Pave,Inside,Artery,1948,Gable,TA,CBlock,TA,TA,No,816,GasA,TA,3,1,TA,5,Typ,0,Detchd,0,2010,
old_new,81,7635,Pave,Corner,Norm,1960,Gable,TA,CBlock,TA,TA,No,1175,GasA,Ex,3,1,TA,6,Typ,0,Detchd,0,2010,
old_new,80,9760,Pave,Inside,Norm,1963,Hip,TA,CBlock,TA,TA,Gd,1395,GasA,TA,2,1,TA,7,Min1,1,Attchd,0,2010,
story_finished_attic,60,4800,Pave,Corner,Norm,1900,Hip,TA,PConc,TA,TA,No,709,GasA,TA,3,1,TA,9,Min2,2,Basment,0,2010,
old_old,56,4485,Pave,Inside,Artery,1920,Gable,TA,PConc,TA,TA,No,936,GasA,TA,2,1,TA,5,Typ,1,NA,0,2010,
old_new,69,5805,Pave,Inside,Norm,1957,Hip,TA,CBlock,TA,TA,Mn,1347,GasA,Gd,3,1,Gd,6,Typ,0,Detchd,0,2010,
story_finished_attic,50,6900,Pave,Corner,Norm,1938,Gable,TA,PConc,Gd,TA,No,827,GasA,Gd,3,1,Fa,6,Typ,0,Detchd,0,2010,
story_finished_attic,69,11851,Pave,Inside,Artery,1948,Gable,Gd,BrkTil,TA,TA,No,1027,GasA,Ex,3,1,Gd,7,Typ,1,Detchd,100,2010,
story_finished_attic,NA,8239,Pave,Inside,Artery,1920,Gable,TA,BrkTil,TA,TA,No,1008,GasA,TA,3,1,TA,6,Typ,0,Detchd,0,2010,
old_old,68,9656,Pave,Inside,Norm,1923,Gable,Fa,BrkTil,Fa,Fa,No,678,GasA,TA,2,1,TA,5,Typ,1,Detchd,0,2010,
story_old,60,9600,Pave,Corner,Norm,1900,Gable,Gd,BrkTil,TA,TA,No,930,GasW,TA,3,1,Gd,7,Typ,0,Detchd,228,2010,
story_old,50,9000,Pave,Inside,Norm,1890,Gable,Gd,Stone,Fa,Fa,No,346,GasA,Ex,3,1,Gd,7,Typ,0,Detchd,108,2010,
duplex,100,9045,Pave,Inside,Norm,1910,Gable,Fa,BrkTil,TA,TA,Mn,840,Grav,Fa,4,2,Fa,12,Typ,0,NA,18,2010,
story_old,60,10560,Pave,Inside,Norm,1922,Gable,TA,CBlock,Fa,TA,No,738,GasA,Ex,2,1,TA,6,Min1,0,Detchd,0,2010,
story_finished_attic,53,5830,Pave,Corner,Feedr,1950,Gable,Gd,CBlock,TA,TA,No,988,GasA,Ex,3,1,TA,7,Typ,0,Detchd,0,2010,
story_old,NA,7793,Pave,Corner,Norm,1922,Gable,TA,BrkTil,Gd,TA,No,1108,GasA,TA,3,1,Gd,8,Typ,1,Detchd,0,2010,
old_old,50,5000,Pave,Inside,Feedr,1925,Gable,TA,BrkTil,TA,TA,No,765,GasA,TA,2,1,Gd,4,Typ,0,Detchd,0,2010,
story_finished_attic,50,6000,Pave,Inside,Norm,1939,Gable,TA,BrkTil,TA,Gd,No,608,GasA,TA,2,1,TA,5,Typ,0,Detchd,0,2010,
story_finished_attic,50,6000,Pave,Inside,Norm,1940,Gable,Gd,CBlock,TA,TA,No,572,GasA,Ex,3,1,TA,6,Typ,2,Detchd,0,2010,
story_finished_attic,53,6360,Pave,Corner,Feedr,1942,Gable,TA,CBlock,TA,TA,No,835,GasA,TA,3,1,Gd,7,Min2,2,Detchd,0,2010,
story_finished_attic,50,6000,Pave,Inside,Norm,1948,Gable,TA,CBlock,TA,TA,No,780,GasA,TA,3,1,TA,6,Typ,0,Detchd,0,2010,
story_finished_attic,52,6240,Pave,Inside,Norm,1936,Gable,TA,CBlock,TA,Fa,No,528,GasA,Gd,2,1,TA,5,Typ,0,Detchd,0,2010,
story_finished_attic,52,6240,Pave,Inside,Norm,1930,Gable,TA,BrkTil,TA,TA,No,928,GasA,TA,4,1,TA,7,Typ,1,Detchd,10,2010,
old_old,51,6120,Pave,Inside,Artery,1923,Gable,TA,BrkTil,Fa,Fa,No,1124,GasA,TA,2,1,TA,5,Typ,1,Detchd,0,2010,
story_finished_attic,57,8094,Pave,Inside,Norm,1915,Gable,Fa,CBlock,TA,TA,No,888,GasA,Ex,4,1,TA,9,Typ,1,Detchd,0,2010,
story_old,60,12900,Pave,Inside,Norm,1912,Gable,Gd,PConc,TA,TA,No,780,GasA,Ex,3,1,Gd,7,Typ,0,NA,0,2010,
story_old,52,3068,Pave,Inside,Norm,1920,Gable,Gd,BrkTil,TA,TA,No,662,GasA,Ex,3,1,TA,6,Typ,0,Detchd,0,2010,
old_new,100,15263,Pave,Inside,Feedr,1959,Gable,TA,CBlock,Gd,TA,No,1422,GasA,Gd,3,1,TA,8,Typ,2,Attchd,132,2010,
story_finished_attic,72,10632,Pave,Inside,Norm,1917,Gable,TA,BrkTil,Gd,Fa,No,689,GasA,Gd,3,1,NA,6,Mod,0,Detchd,0,2010,
duplex,60,9900,Pave,Inside,Norm,1915,Gable,Fa,BrkTil,TA,TA,No,1212,GasA,TA,3,1,TA,6,Typ,0,NA,0,2010,
story_finished_attic,65,6001,Pave,Inside,Norm,1940,Gable,TA,CBlock,Fa,TA,No,600,GasA,Ex,3,1,TA,5,Typ,0,Detchd,0,2010,
story_old,NA,6449,Pave,Inside,Norm,1907,Gambrel,TA,CBlock,TA,TA,No,707,GasW,TA,4,1,TA,7,Typ,0,NA,0,2010,
duplex,60,6048,Pave,Corner,Artery,1910,Gable,Gd,BrkTil,TA,TA,Mn,856,GasA,Gd,2,2,TA,7,Typ,1,Detchd,144,2010,
duplex,72,10773,Pave,Inside,Norm,1967,Gable,Fa,CBlock,TA,TA,No,1832,GasA,TA,4,2,TA,8,Typ,0,NA,58,2010,
old_new,65,7800,Pave,Inside,Norm,1966,Hip,TA,CBlock,TA,TA,Mn,864,GasA,Ex,3,1,Gd,5,Typ,0,Detchd,0,2010,
old_new,65,7832,Pave,Inside,Norm,1968,Hip,TA,CBlock,TA,TA,No,864,GasA,Ex,2,1,TA,4,Typ,0,Detchd,0,2010,
duplex,NA,7424,Pave,Inside,Norm,1978,Gable,TA,CBlock,Gd,TA,Av,1319,GasA,TA,3,1,TA,5,Typ,2,Attchd,0,2010,
story_new,86,11227,Pave,Inside,Norm,1968,Gable,Gd,CBlock,TA,Gd,No,720,GasA,Ex,4,1,TA,7,Typ,2,Attchd,38,2010,
old_new,NA,20062,Pave,Inside,Norm,1977,Hip,Gd,CBlock,Gd,TA,Gd,1420,GasA,Gd,1,1,TA,4,Typ,2,Attchd,0,2010,
old_old,94,9259,Pave,Corner,Feedr,1927,Gable,TA,BrkTil,Fa,TA,No,660,GasA,TA,2,1,TA,4,Typ,0,Detchd,0,2010,
story_new,NA,17082,Pave,CulDSac,Norm,1978,Gable,TA,PConc,Gd,TA,Av,1117,GasA,Ex,4,1,Gd,8,Typ,1,Attchd,104,2010,
story_finished_attic,124,18600,Pave,Inside,Norm,1938,Gable,TA,CBlock,TA,TA,Mn,972,GasA,TA,4,1,Fa,8,Typ,1,Attchd,0,2010,
old_new,65,11479,Pave,Inside,Norm,1950,Gable,TA,CBlock,TA,TA,No,663,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,52,2010,
story_finished_attic,50,9350,Pave,Inside,Norm,1947,Gable,TA,CBlock,TA,Fa,No,756,GasA,Ex,3,1,TA,8,Typ,1,Detchd,0,2010,
old_new,75,9525,Pave,Inside,Norm,1954,Gable,TA,CBlock,TA,TA,Av,1172,GasA,TA,3,1,TA,5,Typ,0,Attchd,0,2010,
old_new,44,17485,Pave,Inside,Norm,2009,Gable,TA,PConc,Gd,TA,Gd,1508,GasA,Ex,1,1,Gd,5,Typ,2,Attchd,0,2010,
old_new,NA,11200,Pave,CulDSac,Norm,1964,Gable,Fa,CBlock,TA,TA,Mn,1250,GasA,Ex,3,1,TA,5,Typ,0,Detchd,144,2010,
old_new,83,11980,Pave,Inside,Norm,1987,Gable,TA,CBlock,Gd,TA,Gd,1433,GasA,Ex,1,1,Gd,4,Typ,2,Attchd,278,2010,
story_new,87,12361,Pave,CulDSac,Norm,1993,Gable,Gd,PConc,Gd,TA,No,946,GasA,Ex,3,1,Gd,8,Typ,1,2Types,92,2010,
old_new,64,7360,Pave,Inside,Norm,2010,Gable,TA,PConc,Gd,TA,No,1222,GasA,Ex,2,1,Gd,6,Typ,0,Attchd,54,2010,
story_finished_attic,82,14235,Pave,Inside,Norm,1900,Gable,TA,PConc,Fa,Gd,No,676,GasA,TA,3,1,TA,6,Typ,0,Detchd,59,2010,
split,82,11105,Pave,Corner,Norm,1996,Gable,Gd,PConc,Gd,Fa,Av,870,GasA,Gd,2,1,TA,4,Typ,0,Attchd,0,2010,
story_new,NA,9337,Pave,Inside,Norm,1997,Gable,TA,PConc,Gd,TA,No,878,GasA,Ex,3,1,TA,8,Typ,1,Attchd,39,2010,
old_new,38,15240,Pave,FR2,Norm,1977,Gable,Gd,CBlock,Gd,TA,No,1026,GasA,Ex,3,1,TA,5,Typ,0,Attchd,85,2010,
